depth,taxon,count,count_sum,rel_abund
24.25,Stephanocyclus meneghinianus,2,400,0.5
24.25,Ctenophora pulchella,1,400,0.25
24.25,Diatoma moniloformis,0,400,0
24.25,Navicula radiosa,0,400,0
24.25,Nitzschia incospicua,4,400,1
24.25,Pseudostaurosira elliptica,74,400,18.5
24.25,Diatoma tenuis,1,400,0.25
24.25,Pseudostaurosira brevistriata,0,400,0
24.25,Nitzschia palea,0,400,0
24.25,Pinnularia borealis,3,400,0.75
24.25,Achnanthidium lineare,14,400,3.5000000000000004
24.25,Achnanthidium minutissimum,22,400,5.5
24.25,Achnanthidium petersenii,18,400,4.5
24.25,Brachysira serians,5,400,1.25
24.25,Cocconeis placentula,3,400,0.75
24.25,Encyonema neogracile,11,400,2.75
24.25,Fragilaria exigua,0,400,0
24.25,Fragilaria radians,0,400,0
24.25,Hippodonta hungarica,2,400,0.5
24.25,Nitzschia hantzschiana,0,400,0
24.25,Platessa oblongella,24,400,6
24.25,Stauroforma exiguiformis,132,400,33
24.25,Staurosira venter,0,400,0
24.25,Diatoma sp.,2,400,0.5
24.75,Nitzschia tubicola,0,400,0
24.75,Cocconeis scutellum,0,400,0
24.75,Navicula hanseatica,3,400,0.75
24.75,Navicula meniscus,49,400,12.25
24.75,Navicula peregrina,1,400,0.25
24.75,Pinnunavis elegans,3,400,0.75
24.75,Diploneeis smithii,0,400,0
24.75,Navicula gregaria,1,400,0.25
24.75,Planothidium delicathulum,5,400,1.25
24.75,Stephanocyclus meneghinianus,3,400,0.75
24.75,Ctenophora pulchella,1,400,0.25
24.75,Diatoma moniloformis,2,400,0.5
24.75,Navicula radiosa,0,400,0
24.75,Nitzschia incospicua,7,400,1.7500000000000002
24.75,Pseudostaurosira elliptica,35,400,8.75
24.75,Diatoma tenuis,2,400,0.5
24.75,Pseudostaurosira brevistriata,5,400,1.25
24.75,Nitzschia palea,0,400,0
24.75,Pinnularia borealis,1,400,0.25
24.75,Achnanthidium lineare,18,400,4.5
24.75,Achnanthidium minutissimum,15,400,3.75
24.75,Achnanthidium petersenii,44,400,11
24.75,Brachysira serians,6,400,1.5
24.75,Cocconeis placentula,1,400,0.25
24.75,Encyonema neogracile,6,400,1.5
24.75,Fragilaria exigua,0,400,0
24.75,Fragilaria radians,0,400,0
24.75,Hippodonta hungarica,2,400,0.5
24.75,Nitzschia hantzschiana,3,400,0.75
24.75,Platessa oblongella,25,400,6.25
24.75,Stauroforma exiguiformis,119,400,29.75
24.75,Staurosira venter,0,400,0
24.75,Diatoma sp.,1,400,0.25
25.25,Nitzschia tubicola,0,400,0
25.25,Cocconeis scutellum,2,400,0.5
25.25,Navicula hanseatica,4,400,1
25.25,Navicula meniscus,17,400,4.25
25.25,Navicula peregrina,1,400,0.25
25.25,Pinnunavis elegans,7,400,1.7500000000000002
25.25,Diploneeis smithii,0,400,0
25.25,Navicula gregaria,4,400,1
25.25,Planothidium delicathulum,8,400,2
25.25,Stephanocyclus meneghinianus,2,400,0.5
25.25,Ctenophora pulchella,5,400,1.25
25.25,Diatoma moniloformis,0,400,0
25.25,Navicula radiosa,0,400,0
25.25,Nitzschia incospicua,10,400,2.5
25.25,Pseudostaurosira elliptica,34,400,8.5
25.25,Diatoma tenuis,1,400,0.25
25.25,Pseudostaurosira brevistriata,6,400,1.5
25.25,Nitzschia palea,0,400,0
25.25,Pinnularia borealis,4,400,1
25.25,Achnanthidium lineare,12,400,3
25.25,Achnanthidium minutissimum,31,400,7.75
25.25,Achnanthidium petersenii,42,400,10.5
25.25,Brachysira serians,10,400,2.5
25.25,Cocconeis placentula,1,400,0.25
25.25,Encyonema neogracile,9,400,2.25
25.25,Fragilaria exigua,0,400,0
25.25,Fragilaria radians,0,400,0
25.25,Hippodonta hungarica,3,400,0.75
25.25,Nitzschia hantzschiana,8,400,2
25.25,Platessa oblongella,25,400,6.25
25.25,Stauroforma exiguiformis,111,400,27.750000000000004
25.25,Staurosira venter,0,400,0
25.25,Diatoma sp.,9,400,2.25
25.75,Nitzschia tubicola,0,400,0
25.75,Cocconeis scutellum,0,400,0
25.75,Navicula hanseatica,10,400,2.5
25.75,Navicula meniscus,22,400,5.5
25.75,Navicula peregrina,6,400,1.5
25.75,Pinnunavis elegans,6,400,1.5
25.75,Diploneeis smithii,1,400,0.25
25.75,Navicula gregaria,4,400,1
25.75,Planothidium delicathulum,2,400,0.5
25.75,Stephanocyclus meneghinianus,6,400,1.5
25.75,Ctenophora pulchella,3,400,0.75
25.75,Diatoma moniloformis,0,400,0
25.75,Navicula radiosa,0,400,0
25.75,Nitzschia incospicua,1,400,0.25
25.75,Pseudostaurosira elliptica,40,400,10
25.75,Diatoma tenuis,2,400,0.5
25.75,Pseudostaurosira brevistriata,12,400,3
25.75,Nitzschia palea,0,400,0
25.75,Pinnularia borealis,0,400,0
25.75,Achnanthidium lineare,13,400,3.25
25.75,Achnanthidium minutissimum,6,400,1.5
25.75,Achnanthidium petersenii,27,400,6.75
25.75,Brachysira serians,7,400,1.7500000000000002
25.75,Cocconeis placentula,2,400,0.5
25.75,Encyonema neogracile,2,400,0.5
25.75,Fragilaria exigua,0,400,0
25.75,Fragilaria radians,0,400,0
25.75,Hippodonta hungarica,7,400,1.7500000000000002
25.75,Nitzschia hantzschiana,3,400,0.75
25.75,Platessa oblongella,19,400,4.75
25.75,Stauroforma exiguiformis,144,400,36
25.75,Staurosira venter,0,400,0
25.75,Diatoma sp.,4,400,1
27.75,Nitzschia tubicola,0,400,0
27.75,Cocconeis scutellum,0,400,0
27.75,Navicula hanseatica,6,400,1.5
27.75,Navicula meniscus,28,400,7.000000000000001
27.75,Navicula peregrina,4,400,1
27.75,Pinnunavis elegans,5,400,1.25
27.75,Diploneeis smithii,0,400,0
27.75,Navicula gregaria,2,400,0.5
27.75,Planothidium delicathulum,1,400,0.25
27.75,Stephanocyclus meneghinianus,2,400,0.5
27.75,Ctenophora pulchella,5,400,1.25
27.75,Diatoma moniloformis,0,400,0
27.75,Navicula radiosa,0,400,0
27.75,Nitzschia incospicua,5,400,1.25
27.75,Pseudostaurosira elliptica,83,400,20.75
27.75,Diatoma tenuis,0,400,0
27.75,Pseudostaurosira brevistriata,8,400,2
27.75,Nitzschia palea,0,400,0
27.75,Pinnularia borealis,2,400,0.5
27.75,Achnanthidium lineare,5,400,1.25
27.75,Achnanthidium minutissimum,10,400,2.5
27.75,Achnanthidium petersenii,19,400,4.75
27.75,Brachysira serians,3,400,0.75
27.75,Cocconeis placentula,1,400,0.25
27.75,Encyonema neogracile,1,400,0.25
27.75,Fragilaria exigua,0,400,0
27.75,Fragilaria radians,2,400,0.5
27.75,Hippodonta hungarica,3,400,0.75
27.75,Nitzschia hantzschiana,1,400,0.25
27.75,Platessa oblongella,6,400,1.5
27.75,Stauroforma exiguiformis,162,400,40.5
27.75,Staurosira venter,0,400,0
27.75,Diatoma sp.,0,400,0
29.75,Nitzschia tubicola,0,400,0
29.75,Cocconeis scutellum,0,400,0
29.75,Navicula hanseatica,15,400,3.75
29.75,Navicula meniscus,26,400,6.5
29.75,Navicula peregrina,4,400,1
29.75,Pinnunavis elegans,4,400,1
29.75,Diploneeis smithii,0,400,0
29.75,Navicula gregaria,4,400,1
29.75,Planothidium delicathulum,3,400,0.75
29.75,Stephanocyclus meneghinianus,5,400,1.25
29.75,Ctenophora pulchella,4,400,1
29.75,Diatoma moniloformis,0,400,0
29.75,Navicula radiosa,2,400,0.5
29.75,Nitzschia incospicua,1,400,0.25
29.75,Pseudostaurosira elliptica,47,400,11.75
29.75,Diatoma tenuis,2,400,0.5
29.75,Pseudostaurosira brevistriata,17,400,4.25
29.75,Nitzschia palea,13,400,3.25
29.75,Pinnularia borealis,5,400,1.25
29.75,Achnanthidium lineare,1,400,0.25
29.75,Achnanthidium minutissimum,17,400,4.25
29.75,Achnanthidium petersenii,3,400,0.75
29.75,Brachysira serians,0,400,0
29.75,Cocconeis placentula,2,400,0.5
29.75,Encyonema neogracile,0,400,0
29.75,Fragilaria exigua,3,400,0.75
29.75,Fragilaria radians,0,400,0
29.75,Hippodonta hungarica,0,400,0
29.75,Nitzschia hantzschiana,0,400,0
29.75,Platessa oblongella,2,400,0.5
29.75,Stauroforma exiguiformis,174,400,43.5
29.75,Staurosira venter,6,400,1.5
29.75,Diatoma sp.,0,400,0
30.25,Nitzschia tubicola,0,400,0
30.25,Cocconeis scutellum,0,400,0
30.25,Navicula hanseatica,8,400,2
30.25,Navicula meniscus,31,400,7.75
30.25,Navicula peregrina,4,400,1
30.25,Pinnunavis elegans,3,400,0.75
30.25,Diploneeis smithii,0,400,0
30.25,Navicula gregaria,0,400,0
30.25,Planothidium delicathulum,8,400,2
30.25,Stephanocyclus meneghinianus,3,400,0.75
30.25,Ctenophora pulchella,9,400,2.25
30.25,Diatoma moniloformis,2,400,0.5
30.25,Navicula radiosa,0,400,0
30.25,Nitzschia incospicua,4,400,1
30.25,Pseudostaurosira elliptica,55,400,13.750000000000002
30.25,Diatoma tenuis,1,400,0.25
30.25,Pseudostaurosira brevistriata,9,400,2.25
30.25,Nitzschia palea,0,400,0
30.25,Pinnularia borealis,11,400,2.75
30.25,Achnanthidium lineare,4,400,1
30.25,Achnanthidium minutissimum,30,400,7.5
30.25,Achnanthidium petersenii,22,400,5.5
30.25,Brachysira serians,5,400,1.25
30.25,Cocconeis placentula,2,400,0.5
30.25,Encyonema neogracile,0,400,0
30.25,Fragilaria exigua,0,400,0
30.25,Fragilaria radians,3,400,0.75
30.25,Hippodonta hungarica,2,400,0.5
30.25,Nitzschia hantzschiana,0,400,0
30.25,Platessa oblongella,26,400,6.5
30.25,Stauroforma exiguiformis,116,400,28.999999999999996
30.25,Staurosira venter,0,400,0
30.25,Diatoma sp.,10,400,2.5
30.75,Nitzschia tubicola,0,400,0
30.75,Cocconeis scutellum,1,400,0.25
30.75,Navicula hanseatica,6,400,1.5
30.75,Navicula meniscus,36,400,9
30.75,Navicula peregrina,1,400,0.25
30.75,Pinnunavis elegans,3,400,0.75
30.75,Diploneeis smithii,2,400,0.5
30.75,Navicula gregaria,3,400,0.75
30.75,Planothidium delicathulum,6,400,1.5
30.75,Stephanocyclus meneghinianus,5,400,1.25
30.75,Ctenophora pulchella,8,400,2
30.75,Diatoma moniloformis,1,400,0.25
30.75,Navicula radiosa,0,400,0
30.75,Nitzschia incospicua,11,400,2.75
30.75,Pseudostaurosira elliptica,58,400,14.499999999999998
30.75,Diatoma tenuis,2,400,0.5
30.75,Pseudostaurosira brevistriata,11,400,2.75
30.75,Nitzschia palea,0,400,0
30.75,Pinnularia borealis,4,400,1
30.75,Achnanthidium lineare,3,400,0.75
30.75,Achnanthidium minutissimum,22,400,5.5
30.75,Achnanthidium petersenii,25,400,6.25
30.75,Brachysira serians,4,400,1
30.75,Cocconeis placentula,1,400,0.25
30.75,Encyonema neogracile,3,400,0.75
30.75,Fragilaria exigua,0,400,0
30.75,Fragilaria radians,0,400,0
30.75,Hippodonta hungarica,3,400,0.75
30.75,Nitzschia hantzschiana,8,400,2
30.75,Platessa oblongella,25,400,6.25
30.75,Stauroforma exiguiformis,121,400,30.25
30.75,Staurosira venter,0,400,0
30.75,Diatoma sp.,2,400,0.5
31.25,Nitzschia tubicola,0,400,0
31.25,Cocconeis scutellum,0,400,0
31.25,Navicula hanseatica,9,400,2.25
31.25,Navicula meniscus,17,400,4.25
31.25,Navicula peregrina,6,400,1.5
31.25,Pinnunavis elegans,3,400,0.75
31.25,Diploneeis smithii,0,400,0
31.25,Navicula gregaria,5,400,1.25
31.25,Planothidium delicathulum,6,400,1.5
31.25,Stephanocyclus meneghinianus,4,400,1
31.25,Ctenophora pulchella,12,400,3
31.25,Diatoma moniloformis,3,400,0.75
31.25,Navicula radiosa,0,400,0
31.25,Nitzschia incospicua,9,400,2.25
31.25,Pseudostaurosira elliptica,86,400,21.5
31.25,Diatoma tenuis,3,400,0.75
31.25,Pseudostaurosira brevistriata,8,400,2
31.25,Nitzschia palea,0,400,0
31.25,Pinnularia borealis,5,400,1.25
31.25,Achnanthidium lineare,1,400,0.25
31.25,Achnanthidium minutissimum,23,400,5.75
31.25,Achnanthidium petersenii,15,400,3.75
31.25,Brachysira serians,2,400,0.5
31.25,Cocconeis placentula,9,400,2.25
31.25,Encyonema neogracile,0,400,0
31.25,Fragilaria exigua,0,400,0
31.25,Fragilaria radians,1,400,0.25
31.25,Hippodonta hungarica,1,400,0.25
31.25,Nitzschia hantzschiana,0,400,0
31.25,Platessa oblongella,24,400,6
31.25,Stauroforma exiguiformis,112,400,28.000000000000004
31.25,Staurosira venter,0,400,0
31.25,Diatoma sp.,3,400,0.75
31.75,Nitzschia tubicola,0,400,0
31.75,Cocconeis scutellum,2,400,0.5
31.75,Navicula hanseatica,11,400,2.75
31.75,Navicula meniscus,24,400,6
31.75,Navicula peregrina,7,400,1.7500000000000002
31.75,Pinnunavis elegans,5,400,1.25
31.75,Diploneeis smithii,0,400,0
31.75,Navicula gregaria,9,400,2.25
31.75,Planothidium delicathulum,0,400,0
31.75,Stephanocyclus meneghinianus,5,400,1.25
31.75,Ctenophora pulchella,2,400,0.5
31.75,Diatoma moniloformis,1,400,0.25
31.75,Navicula radiosa,0,400,0
31.75,Nitzschia incospicua,1,400,0.25
31.75,Pseudostaurosira elliptica,84,400,21
31.75,Diatoma tenuis,0,400,0
31.75,Pseudostaurosira brevistriata,16,400,4
31.75,Nitzschia palea,14,400,3.5000000000000004
31.75,Pinnularia borealis,8,400,2
31.75,Achnanthidium lineare,0,400,0
31.75,Achnanthidium minutissimum,8,400,2
31.75,Achnanthidium petersenii,1,400,0.25
31.75,Brachysira serians,0,400,0
31.75,Cocconeis placentula,4,400,1
31.75,Encyonema neogracile,0,400,0
31.75,Fragilaria exigua,2,400,0.5
31.75,Fragilaria radians,0,400,0
31.75,Hippodonta hungarica,4,400,1
31.75,Nitzschia hantzschiana,0,400,0
31.75,Platessa oblongella,7,400,1.7500000000000002
31.75,Stauroforma exiguiformis,136,400,34
31.75,Staurosira venter,9,400,2.25
31.75,Diatoma sp.,0,400,0
32.25,Nitzschia tubicola,0,400,0
32.25,Cocconeis scutellum,0,400,0
32.25,Navicula hanseatica,16,400,4
32.25,Navicula meniscus,26,400,6.5
32.25,Navicula peregrina,9,400,2.25
32.25,Pinnunavis elegans,8,400,2
32.25,Diploneeis smithii,0,400,0
32.25,Navicula gregaria,5,400,1.25
32.25,Planothidium delicathulum,5,400,1.25
32.25,Stephanocyclus meneghinianus,7,400,1.7500000000000002
32.25,Ctenophora pulchella,3,400,0.75
32.25,Diatoma moniloformis,0,400,0
32.25,Navicula radiosa,0,400,0
32.25,Nitzschia incospicua,3,400,0.75
32.25,Pseudostaurosira elliptica,76,400,19
32.25,Diatoma tenuis,0,400,0
32.25,Pseudostaurosira brevistriata,9,400,2.25
32.25,Nitzschia palea,0,400,0
32.25,Pinnularia borealis,3,400,0.75
32.25,Achnanthidium lineare,6,400,1.5
32.25,Achnanthidium minutissimum,16,400,4
32.25,Achnanthidium petersenii,17,400,4.25
32.25,Brachysira serians,5,400,1.25
32.25,Cocconeis placentula,2,400,0.5
32.25,Encyonema neogracile,0,400,0
32.25,Fragilaria exigua,0,400,0
32.25,Fragilaria radians,1,400,0.25
32.25,Hippodonta hungarica,5,400,1.25
32.25,Nitzschia hantzschiana,11,400,2.75
32.25,Platessa oblongella,25,400,6.25
32.25,Stauroforma exiguiformis,112,400,28.000000000000004
32.25,Staurosira venter,0,400,0
32.25,Diatoma sp.,0,400,0
32.75,Nitzschia tubicola,0,400,0
32.75,Cocconeis scutellum,2,400,0.5
32.75,Navicula hanseatica,17,400,4.25
32.75,Navicula meniscus,25,400,6.25
32.75,Navicula peregrina,7,400,1.7500000000000002
32.75,Pinnunavis elegans,9,400,2.25
32.75,Diploneeis smithii,1,400,0.25
32.75,Navicula gregaria,8,400,2
32.75,Planothidium delicathulum,1,400,0.25
32.75,Stephanocyclus meneghinianus,11,400,2.75
32.75,Ctenophora pulchella,9,400,2.25
32.75,Diatoma moniloformis,0,400,0
32.75,Navicula radiosa,0,400,0
32.75,Nitzschia incospicua,2,400,0.5
32.75,Pseudostaurosira elliptica,91,400,22.75
32.75,Diatoma tenuis,0,400,0
32.75,Pseudostaurosira brevistriata,8,400,2
32.75,Nitzschia palea,0,400,0
32.75,Pinnularia borealis,10,400,2.5
32.75,Achnanthidium lineare,5,400,1.25
32.75,Achnanthidium minutissimum,12,400,3
32.75,Achnanthidium petersenii,10,400,2.5
32.75,Brachysira serians,2,400,0.5
32.75,Cocconeis placentula,6,400,1.5
32.75,Encyonema neogracile,0,400,0
32.75,Fragilaria exigua,0,400,0
32.75,Fragilaria radians,0,400,0
32.75,Hippodonta hungarica,4,400,1
32.75,Nitzschia hantzschiana,2,400,0.5
32.75,Platessa oblongella,21,400,5.25
32.75,Stauroforma exiguiformis,100,400,25
32.75,Staurosira venter,0,400,0
32.75,Diatoma sp.,0,400,0
33.25,Nitzschia tubicola,0,400,0
33.25,Cocconeis scutellum,0,400,0
33.25,Navicula hanseatica,21,400,5.25
33.25,Navicula meniscus,12,400,3
33.25,Navicula peregrina,14,400,3.5000000000000004
33.25,Pinnunavis elegans,2,400,0.5
33.25,Diploneeis smithii,0,400,0
33.25,Navicula gregaria,0,400,0
33.25,Planothidium delicathulum,0,400,0
33.25,Stephanocyclus meneghinianus,5,400,1.25
33.25,Ctenophora pulchella,4,400,1
33.25,Diatoma moniloformis,0,400,0
33.25,Navicula radiosa,18,400,4.5
33.25,Nitzschia incospicua,4,400,1
33.25,Pseudostaurosira elliptica,135,400,33.75
33.25,Diatoma tenuis,0,400,0
33.25,Pseudostaurosira brevistriata,9,400,2.25
33.25,Nitzschia palea,3,400,0.75
33.25,Pinnularia borealis,4,400,1
33.25,Achnanthidium lineare,1,400,0.25
33.25,Achnanthidium minutissimum,0,400,0
33.25,Achnanthidium petersenii,1,400,0.25
33.25,Brachysira serians,0,400,0
33.25,Cocconeis placentula,3,400,0.75
33.25,Encyonema neogracile,0,400,0
33.25,Fragilaria exigua,5,400,1.25
33.25,Fragilaria radians,0,400,0
33.25,Hippodonta hungarica,2,400,0.5
33.25,Nitzschia hantzschiana,0,400,0
33.25,Platessa oblongella,7,400,1.7500000000000002
33.25,Stauroforma exiguiformis,100,400,25
33.25,Staurosira venter,6,400,1.5
33.25,Diatoma sp.,0,400,0
33.75,Nitzschia tubicola,0,400,0
33.75,Cocconeis scutellum,3,400,0.75
33.75,Navicula hanseatica,13,400,3.25
33.75,Navicula meniscus,28,400,7.000000000000001
33.75,Navicula peregrina,9,400,2.25
33.75,Pinnunavis elegans,1,400,0.25
33.75,Diploneeis smithii,0,400,0
33.75,Navicula gregaria,2,400,0.5
33.75,Planothidium delicathulum,4,400,1
33.75,Stephanocyclus meneghinianus,10,400,2.5
33.75,Ctenophora pulchella,5,400,1.25
33.75,Diatoma moniloformis,0,400,0
33.75,Navicula radiosa,0,400,0
33.75,Nitzschia incospicua,0,400,0
33.75,Pseudostaurosira elliptica,116,400,28.999999999999996
33.75,Diatoma tenuis,0,400,0
33.75,Pseudostaurosira brevistriata,6,400,1.5
33.75,Nitzschia palea,0,400,0
33.75,Pinnularia borealis,0,400,0
33.75,Achnanthidium lineare,5,400,1.25
33.75,Achnanthidium minutissimum,13,400,3.25
33.75,Achnanthidium petersenii,16,400,4
33.75,Brachysira serians,2,400,0.5
33.75,Cocconeis placentula,8,400,2
33.75,Encyonema neogracile,1,400,0.25
33.75,Fragilaria exigua,0,400,0
33.75,Fragilaria radians,1,400,0.25
33.75,Hippodonta hungarica,4,400,1
33.75,Nitzschia hantzschiana,3,400,0.75
33.75,Platessa oblongella,31,400,7.75
33.75,Stauroforma exiguiformis,92,400,23
33.75,Staurosira venter,0,400,0
33.75,Diatoma sp.,2,400,0.5
34.25,Nitzschia tubicola,0,400,0
34.25,Cocconeis scutellum,0,400,0
34.25,Navicula hanseatica,7,400,1.7500000000000002
34.25,Navicula meniscus,21,400,5.25
34.25,Navicula peregrina,16,400,4
34.25,Pinnunavis elegans,2,400,0.5
34.25,Diploneeis smithii,0,400,0
34.25,Navicula gregaria,3,400,0.75
34.25,Planothidium delicathulum,0,400,0
34.25,Stephanocyclus meneghinianus,8,400,2
34.25,Ctenophora pulchella,10,400,2.5
34.25,Diatoma moniloformis,0,400,0
34.25,Navicula radiosa,0,400,0
34.25,Nitzschia incospicua,1,400,0.25
34.25,Pseudostaurosira elliptica,111,400,27.750000000000004
34.25,Diatoma tenuis,0,400,0
34.25,Pseudostaurosira brevistriata,12,400,3
34.25,Nitzschia palea,0,400,0
34.25,Pinnularia borealis,3,400,0.75
34.25,Achnanthidium lineare,0,400,0
34.25,Achnanthidium minutissimum,22,400,5.5
34.25,Achnanthidium petersenii,12,400,3
34.25,Brachysira serians,2,400,0.5
34.25,Cocconeis placentula,7,400,1.7500000000000002
34.25,Encyonema neogracile,0,400,0
34.25,Fragilaria exigua,0,400,0
34.25,Fragilaria radians,2,400,0.5
34.25,Hippodonta hungarica,3,400,0.75
34.25,Nitzschia hantzschiana,0,400,0
34.25,Platessa oblongella,19,400,4.75
34.25,Stauroforma exiguiformis,115,400,28.749999999999996
34.25,Staurosira venter,0,400,0
34.25,Diatoma sp.,0,400,0
34.75,Nitzschia tubicola,0,400,0
34.75,Cocconeis scutellum,0,400,0
34.75,Navicula hanseatica,5,400,1.25
34.75,Navicula meniscus,9,400,2.25
34.75,Navicula peregrina,7,400,1.7500000000000002
34.75,Pinnunavis elegans,4,400,1
34.75,Diploneeis smithii,0,400,0
34.75,Navicula gregaria,5,400,1.25
34.75,Planothidium delicathulum,3,400,0.75
34.75,Stephanocyclus meneghinianus,7,400,1.7500000000000002
34.75,Ctenophora pulchella,11,400,2.75
34.75,Diatoma moniloformis,0,400,0
34.75,Navicula radiosa,0,400,0
34.75,Nitzschia incospicua,2,400,0.5
34.75,Pseudostaurosira elliptica,120,400,30
34.75,Diatoma tenuis,0,400,0
34.75,Pseudostaurosira brevistriata,9,400,2.25
34.75,Nitzschia palea,0,400,0
34.75,Pinnularia borealis,2,400,0.5
34.75,Achnanthidium lineare,2,400,0.5
34.75,Achnanthidium minutissimum,10,400,2.5
34.75,Achnanthidium petersenii,18,400,4.5
34.75,Brachysira serians,2,400,0.5
34.75,Cocconeis placentula,6,400,1.5
34.75,Encyonema neogracile,0,400,0
34.75,Fragilaria exigua,0,400,0
34.75,Fragilaria radians,9,400,2.25
34.75,Hippodonta hungarica,2,400,0.5
34.75,Nitzschia hantzschiana,0,400,0
34.75,Platessa oblongella,46,400,11.5
34.75,Stauroforma exiguiformis,94,400,23.5
34.75,Staurosira venter,0,400,0
34.75,Diatoma sp.,0,400,0
35.25,Nitzschia tubicola,0,400,0
35.25,Cocconeis scutellum,1,400,0.25
35.25,Navicula hanseatica,4,400,1
35.25,Navicula meniscus,14,400,3.5000000000000004
35.25,Navicula peregrina,16,400,4
35.25,Pinnunavis elegans,2,400,0.5
35.25,Diploneeis smithii,0,400,0
35.25,Navicula gregaria,1,400,0.25
35.25,Planothidium delicathulum,3,400,0.75
35.25,Stephanocyclus meneghinianus,8,400,2
35.25,Ctenophora pulchella,8,400,2
35.25,Diatoma moniloformis,1,400,0.25
35.25,Navicula radiosa,0,400,0
35.25,Nitzschia incospicua,1,400,0.25
35.25,Pseudostaurosira elliptica,113,400,28.249999999999996
35.25,Diatoma tenuis,0,400,0
35.25,Pseudostaurosira brevistriata,11,400,2.75
35.25,Nitzschia palea,0,400,0
35.25,Pinnularia borealis,2,400,0.5
35.25,Achnanthidium lineare,3,400,0.75
35.25,Achnanthidium minutissimum,6,400,1.5
35.25,Achnanthidium petersenii,14,400,3.5000000000000004
35.25,Brachysira serians,1,400,0.25
35.25,Cocconeis placentula,7,400,1.7500000000000002
35.25,Encyonema neogracile,0,400,0
35.25,Fragilaria exigua,0,400,0
35.25,Fragilaria radians,3,400,0.75
35.25,Hippodonta hungarica,5,400,1.25
35.25,Nitzschia hantzschiana,2,400,0.5
35.25,Platessa oblongella,49,400,12.25
35.25,Stauroforma exiguiformis,93,400,23.25
35.25,Staurosira venter,0,400,0
35.25,Diatoma sp.,0,400,0
35.75,Nitzschia tubicola,0,400,0
35.75,Cocconeis scutellum,7,400,1.7500000000000002
35.75,Navicula hanseatica,23,400,5.75
35.75,Navicula meniscus,2,400,0.5
35.75,Navicula peregrina,22,400,5.5
35.75,Pinnunavis elegans,1,400,0.25
35.75,Diploneeis smithii,0,400,0
35.75,Navicula gregaria,0,400,0
35.75,Planothidium delicathulum,1,400,0.25
35.75,Stephanocyclus meneghinianus,5,400,1.25
35.75,Ctenophora pulchella,5,400,1.25
35.75,Diatoma moniloformis,0,400,0
35.75,Navicula radiosa,12,400,3
35.75,Nitzschia incospicua,2,400,0.5
35.75,Pseudostaurosira elliptica,105,400,26.25
35.75,Diatoma tenuis,0,400,0
35.75,Pseudostaurosira brevistriata,14,400,3.5000000000000004
35.75,Nitzschia palea,0,400,0
35.75,Pinnularia borealis,1,400,0.25
35.75,Achnanthidium lineare,1,400,0.25
35.75,Achnanthidium minutissimum,7,400,1.7500000000000002
35.75,Achnanthidium petersenii,6,400,1.5
35.75,Brachysira serians,0,400,0
35.75,Cocconeis placentula,16,400,4
35.75,Encyonema neogracile,0,400,0
35.75,Fragilaria exigua,1,400,0.25
35.75,Fragilaria radians,0,400,0
35.75,Hippodonta hungarica,3,400,0.75
35.75,Nitzschia hantzschiana,0,400,0
35.75,Platessa oblongella,3,400,0.75
35.75,Stauroforma exiguiformis,123,400,30.75
35.75,Staurosira venter,4,400,1
35.75,Diatoma sp.,0,400,0
36.25,Nitzschia tubicola,0,400,0
36.25,Cocconeis scutellum,1,400,0.25
36.25,Navicula hanseatica,6,400,1.5
36.25,Navicula meniscus,6,400,1.5
36.25,Navicula peregrina,13,400,3.25
36.25,Pinnunavis elegans,0,400,0
36.25,Diploneeis smithii,0,400,0
36.25,Navicula gregaria,1,400,0.25
36.25,Planothidium delicathulum,6,400,1.5
36.25,Stephanocyclus meneghinianus,4,400,1
36.25,Ctenophora pulchella,12,400,3
36.25,Diatoma moniloformis,0,400,0
36.25,Navicula radiosa,0,400,0
36.25,Nitzschia incospicua,0,400,0
36.25,Pseudostaurosira elliptica,120,400,30
36.25,Diatoma tenuis,0,400,0
36.25,Pseudostaurosira brevistriata,6,400,1.5
36.25,Nitzschia palea,0,400,0
36.25,Pinnularia borealis,7,400,1.7500000000000002
36.25,Achnanthidium lineare,2,400,0.5
36.25,Achnanthidium minutissimum,15,400,3.75
36.25,Achnanthidium petersenii,15,400,3.75
36.25,Brachysira serians,2,400,0.5
36.25,Cocconeis placentula,27,400,6.75
36.25,Encyonema neogracile,0,400,0
36.25,Fragilaria exigua,0,400,0
36.25,Fragilaria radians,0,400,0
36.25,Hippodonta hungarica,1,400,0.25
36.25,Nitzschia hantzschiana,0,400,0
36.25,Platessa oblongella,25,400,6.25
36.25,Stauroforma exiguiformis,104,400,26
36.25,Staurosira venter,0,400,0
36.25,Diatoma sp.,0,400,0
36.75,Nitzschia tubicola,0,400,0
36.75,Cocconeis scutellum,2,400,0.5
36.75,Navicula hanseatica,7,400,1.7500000000000002
36.75,Navicula meniscus,7,400,1.7500000000000002
36.75,Navicula peregrina,13,400,3.25
36.75,Pinnunavis elegans,1,400,0.25
36.75,Diploneeis smithii,0,400,0
36.75,Navicula gregaria,2,400,0.5
36.75,Planothidium delicathulum,4,400,1
36.75,Stephanocyclus meneghinianus,10,400,2.5
36.75,Ctenophora pulchella,10,400,2.5
36.75,Diatoma moniloformis,0,400,0
36.75,Navicula radiosa,0,400,0
36.75,Nitzschia incospicua,1,400,0.25
36.75,Pseudostaurosira elliptica,121,400,30.25
