Depth,volume,taxon,count,count_sum,rel_abund
27.75,0.2,Latona setifera,50,3950,1.2658227848101267
27.75,0.2,Acantholeberis curvirostris,0,3950,0
29.75,0.1,Bosmina longirostris,2400,4600,52.17391304347826
29.75,0.1,Sida crystallina,0,4600,0
29.75,0.1,Eurycercus spp.,50,4600,1.0869565217391304
29.75,0.1,Acroperus harpae,50,4600,1.0869565217391304
29.75,0.1,Alonella nana,50,4600,1.0869565217391304
29.75,0.1,Graptoleberis testudinaria,100,4600,2.1739130434782608
29.75,0.1,Alona affinis,300,4600,6.521739130434782
29.75,0.1,Alona quadrangularis,200,4600,4.3478260869565215
29.75,0.1,Chydorus biovatus/brevilabris,200,4600,4.3478260869565215
29.75,0.1,Alona intermedia,100,4600,2.1739130434782608
29.75,0.1,Alona costata/Alona rustica,150,4600,3.260869565217391
29.75,0.1,Alona guttata,0,4600,0
29.75,0.1,small Alona,100,4600,2.1739130434782608
29.75,0.1,Paralona pigra,0,4600,0
29.75,0.1,Rynchotalona falcata,0,4600,0
29.75,0.1,Leydigia leydigi,700,4600,15.217391304347828
29.75,0.1,Latona setifera,200,4600,4.3478260869565215
29.75,0.1,Acantholeberis curvirostris,0,4600,0
30.25,0.2,Bosmina longirostris,3650,5875,62.12765957446808
30.25,0.2,Sida crystallina,0,5875,0
30.25,0.2,Eurycercus spp.,75,5875,1.276595744680851
30.25,0.2,Acroperus harpae,300,5875,5.106382978723404
30.25,0.2,Alonella nana,25,5875,0.425531914893617
30.25,0.2,Graptoleberis testudinaria,50,5875,0.851063829787234
30.25,0.2,Alona affinis,250,5875,4.25531914893617
30.25,0.2,Alona quadrangularis,100,5875,1.702127659574468
30.25,0.2,Chydorus biovatus/brevilabris,300,5875,5.106382978723404
30.25,0.2,Alona intermedia,50,5875,0.851063829787234
30.25,0.2,Alona costata/Alona rustica,150,5875,2.553191489361702
30.25,0.2,Alona guttata,200,5875,3.404255319148936
30.25,0.2,small Alona,100,5875,1.702127659574468
30.25,0.2,Paralona pigra,50,5875,0.851063829787234
30.25,0.2,Rynchotalona falcata,0,5875,0
30.25,0.2,Leydigia leydigi,550,5875,9.361702127659575
30.25,0.2,Latona setifera,0,5875,0
30.25,0.2,Acantholeberis curvirostris,0,5875,0
30.75,0.2,Bosmina longirostris,1650,3725,44.29530201342282
30.75,0.2,Sida crystallina,50,3725,1.342281879194631
30.75,0.2,Eurycercus spp.,50,3725,1.342281879194631
30.75,0.2,Acroperus harpae,150,3725,4.026845637583892
30.75,0.2,Alonella nana,50,3725,1.342281879194631
30.75,0.2,Graptoleberis testudinaria,75,3725,2.013422818791946
30.75,0.2,Alona affinis,200,3725,5.369127516778524
30.75,0.2,Alona quadrangularis,150,3725,4.026845637583892
30.75,0.2,Chydorus biovatus/brevilabris,200,3725,5.369127516778524
30.75,0.2,Alona intermedia,150,3725,4.026845637583892
30.75,0.2,Alona costata/Alona rustica,150,3725,4.026845637583892
30.75,0.2,Alona guttata,25,3725,0.6711409395973155
30.75,0.2,small Alona,100,3725,2.684563758389262
30.75,0.2,Paralona pigra,125,3725,3.3557046979865772
30.75,0.2,Rynchotalona falcata,50,3725,1.342281879194631
30.75,0.2,Leydigia leydigi,500,3725,13.422818791946309
30.75,0.2,Latona setifera,50,3725,1.342281879194631
30.75,0.2,Acantholeberis curvirostris,0,3725,0
31.25,0.2,Bosmina longirostris,2450,4400,55.68181818181818
31.25,0.2,Sida crystallina,0,4400,0
31.25,0.2,Eurycercus spp.,100,4400,2.272727272727273
31.25,0.2,Acroperus harpae,200,4400,4.545454545454546
31.25,0.2,Alonella nana,0,4400,0
31.25,0.2,Graptoleberis testudinaria,50,4400,1.1363636363636365
31.25,0.2,Alona affinis,150,4400,3.4090909090909087
31.25,0.2,Alona quadrangularis,300,4400,6.8181818181818175
31.25,0.2,Chydorus biovatus/brevilabris,100,4400,2.272727272727273
31.25,0.2,Alona intermedia,0,4400,0
31.25,0.2,Alona costata/Alona rustica,100,4400,2.272727272727273
31.25,0.2,Alona guttata,100,4400,2.272727272727273
31.25,0.2,small Alona,250,4400,5.681818181818182
31.25,0.2,Paralona pigra,0,4400,0
31.25,0.2,Rynchotalona falcata,0,4400,0
31.25,0.2,Leydigia leydigi,600,4400,13.636363636363635
31.25,0.2,Latona setifera,0,4400,0
31.25,0.2,Acantholeberis curvirostris,0,4400,0
31.75,0.2,Bosmina longirostris,1700,3475,48.92086330935252
31.75,0.2,Sida crystallina,0,3475,0
31.75,0.2,Eurycercus spp.,50,3475,1.4388489208633095
31.75,0.2,Acroperus harpae,150,3475,4.316546762589928
31.75,0.2,Alonella nana,75,3475,2.158273381294964
31.75,0.2,Graptoleberis testudinaria,75,3475,2.158273381294964
31.75,0.2,Alona affinis,175,3475,5.0359712230215825
31.75,0.2,Alona quadrangularis,100,3475,2.877697841726619
31.75,0.2,Chydorus biovatus/brevilabris,150,3475,4.316546762589928
31.75,0.2,Alona intermedia,50,3475,1.4388489208633095
31.75,0.2,Alona costata/Alona rustica,25,3475,0.7194244604316548
31.75,0.2,Alona guttata,150,3475,4.316546762589928
31.75,0.2,small Alona,100,3475,2.877697841726619
31.75,0.2,Paralona pigra,0,3475,0
31.75,0.2,Rynchotalona falcata,25,3475,0.7194244604316548
31.75,0.2,Leydigia leydigi,550,3475,15.827338129496402
31.75,0.2,Latona setifera,0,3475,0
31.75,0.2,Acantholeberis curvirostris,50,3475,1.4388489208633095
32.25,0.2,Bosmina longirostris,2175,3700,58.78378378378378
32.25,0.2,Sida crystallina,0,3700,0
32.25,0.2,Eurycercus spp.,25,3700,0.6756756756756757
32.25,0.2,Acroperus harpae,100,3700,2.7027027027027026
32.25,0.2,Alonella nana,0,3700,0
32.25,0.2,Graptoleberis testudinaria,75,3700,2.027027027027027
32.25,0.2,Alona affinis,250,3700,6.756756756756757
32.25,0.2,Alona quadrangularis,150,3700,4.054054054054054
32.25,0.2,Chydorus biovatus/brevilabris,250,3700,6.756756756756757
32.25,0.2,Alona intermedia,0,3700,0
32.25,0.2,Alona costata/Alona rustica,0,3700,0
32.25,0.2,Alona guttata,200,3700,5.405405405405405
32.25,0.2,small Alona,75,3700,2.027027027027027
32.25,0.2,Paralona pigra,50,3700,1.3513513513513513
32.25,0.2,Rynchotalona falcata,0,3700,0
32.25,0.2,Leydigia leydigi,300,3700,8.108108108108109
32.25,0.2,Latona setifera,0,3700,0
32.25,0.2,Acantholeberis curvirostris,0,3700,0
32.75,0.4,Bosmina longirostris,625,1050,59.523809523809526
32.75,0.4,Sida crystallina,0,1050,0
32.75,0.4,Eurycercus spp.,0,1050,0
32.75,0.4,Acroperus harpae,25,1050,2.380952380952381
32.75,0.4,Alonella nana,25,1050,2.380952380952381
32.75,0.4,Graptoleberis testudinaria,12.5,1050,1.1904761904761905
32.75,0.4,Alona affinis,50,1050,4.761904761904762
32.75,0.4,Alona quadrangularis,50,1050,4.761904761904762
32.75,0.4,Chydorus biovatus/brevilabris,37.5,1050,3.571428571428571
32.75,0.4,Alona intermedia,0,1050,0
32.75,0.4,Alona costata/Alona rustica,0,1050,0
32.75,0.4,Alona guttata,0,1050,0
32.75,0.4,small Alona,0,1050,0
32.75,0.4,Paralona pigra,0,1050,0
32.75,0.4,Rynchotalona falcata,0,1050,0
32.75,0.4,Leydigia leydigi,200,1050,19.047619047619047
32.75,0.4,Latona setifera,0,1050,0
32.75,0.4,Acantholeberis curvirostris,0,1050,0
33.25,0.1,Bosmina longirostris,2500,3950,63.29113924050633
33.25,0.1,Sida crystallina,0,3950,0
33.25,0.1,Eurycercus spp.,50,3950,1.2658227848101267
33.25,0.1,Acroperus harpae,100,3950,2.5316455696202533
33.25,0.1,Alonella nana,100,3950,2.5316455696202533
33.25,0.1,Graptoleberis testudinaria,0,3950,0
33.25,0.1,Alona affinis,0,3950,0
33.25,0.1,Alona quadrangularis,100,3950,2.5316455696202533
33.25,0.1,Chydorus biovatus/brevilabris,100,3950,2.5316455696202533
33.25,0.1,Alona intermedia,0,3950,0
33.25,0.1,Alona costata/Alona rustica,100,3950,2.5316455696202533
33.25,0.1,Alona guttata,100,3950,2.5316455696202533
33.25,0.1,small Alona,100,3950,2.5316455696202533
33.25,0.1,Paralona pigra,100,3950,2.5316455696202533
33.25,0.1,Rynchotalona falcata,0,3950,0
33.25,0.1,Leydigia leydigi,600,3950,15.18987341772152
33.25,0.1,Latona setifera,0,3950,0
33.25,0.1,Acantholeberis curvirostris,0,3950,0
33.75,0.1,Bosmina longirostris,3300,4900,67.3469387755102
33.75,0.1,Sida crystallina,0,4900,0
33.75,0.1,Eurycercus spp.,0,4900,0
33.75,0.1,Acroperus harpae,200,4900,4.081632653061225
33.75,0.1,Alonella nana,0,4900,0
33.75,0.1,Graptoleberis testudinaria,100,4900,2.0408163265306123
33.75,0.1,Alona affinis,200,4900,4.081632653061225
33.75,0.1,Alona quadrangularis,100,4900,2.0408163265306123
33.75,0.1,Chydorus biovatus/brevilabris,100,4900,2.0408163265306123
33.75,0.1,Alona intermedia,100,4900,2.0408163265306123
33.75,0.1,Alona costata/Alona rustica,200,4900,4.081632653061225
33.75,0.1,Alona guttata,100,4900,2.0408163265306123
33.75,0.1,small Alona,100,4900,2.0408163265306123
33.75,0.1,Paralona pigra,0,4900,0
33.75,0.1,Rynchotalona falcata,0,4900,0
33.75,0.1,Leydigia leydigi,400,4900,8.16326530612245
33.75,0.1,Latona setifera,0,4900,0
33.75,0.1,Acantholeberis curvirostris,0,4900,0
34.25,0.1,Bosmina longirostris,2200,4200,52.38095238095239
34.25,0.1,Sida crystallina,0,4200,0
34.25,0.1,Eurycercus spp.,50,4200,1.1904761904761905
34.25,0.1,Acroperus harpae,50,4200,1.1904761904761905
34.25,0.1,Alonella nana,100,4200,2.380952380952381
34.25,0.1,Graptoleberis testudinaria,0,4200,0
34.25,0.1,Alona affinis,200,4200,4.761904761904762
34.25,0.1,Alona quadrangularis,200,4200,4.761904761904762
34.25,0.1,Chydorus biovatus/brevilabris,150,4200,3.571428571428571
34.25,0.1,Alona intermedia,0,4200,0
34.25,0.1,Alona costata/Alona rustica,300,4200,7.142857142857142
34.25,0.1,Alona guttata,100,4200,2.380952380952381
34.25,0.1,small Alona,0,4200,0
34.25,0.1,Paralona pigra,100,4200,2.380952380952381
34.25,0.1,Rynchotalona falcata,0,4200,0
34.25,0.1,Leydigia leydigi,600,4200,14.285714285714285
34.25,0.1,Latona setifera,0,4200,0
34.25,0.1,Acantholeberis curvirostris,100,4200,2.380952380952381
34.75,0.2,Bosmina longirostris,750,1900,39.473684210526315
34.75,0.2,Sida crystallina,0,1900,0
34.75,0.2,Eurycercus spp.,0,1900,0
34.75,0.2,Acroperus harpae,100,1900,5.263157894736842
34.75,0.2,Alonella nana,0,1900,0
34.75,0.2,Graptoleberis testudinaria,0,1900,0
34.75,0.2,Alona affinis,200,1900,10.526315789473683
34.75,0.2,Alona quadrangularis,100,1900,5.263157894736842
34.75,0.2,Chydorus biovatus/brevilabris,200,1900,10.526315789473683
34.75,0.2,Alona intermedia,0,1900,0
34.75,0.2,Alona costata/Alona rustica,0,1900,0
34.75,0.2,Alona guttata,0,1900,0
34.75,0.2,small Alona,0,1900,0
34.75,0.2,Paralona pigra,100,1900,5.263157894736842
34.75,0.2,Rynchotalona falcata,0,1900,0
34.75,0.2,Leydigia leydigi,350,1900,18.421052631578945
34.75,0.2,Latona setifera,100,1900,5.263157894736842
34.75,0.2,Acantholeberis curvirostris,0,1900,0
35.25,0.2,Bosmina longirostris,1675,2900,57.758620689655174
35.25,0.2,Sida crystallina,0,2900,0
35.25,0.2,Eurycercus spp.,25,2900,0.8620689655172413
35.25,0.2,Acroperus harpae,100,2900,3.4482758620689653
35.25,0.2,Alonella nana,50,2900,1.7241379310344827
35.25,0.2,Graptoleberis testudinaria,0,2900,0
35.25,0.2,Alona affinis,250,2900,8.620689655172415
35.25,0.2,Alona quadrangularis,100,2900,3.4482758620689653
35.25,0.2,Chydorus biovatus/brevilabris,100,2900,3.4482758620689653
35.25,0.2,Alona intermedia,50,2900,1.7241379310344827
35.25,0.2,Alona costata/Alona rustica,0,2900,0
35.25,0.2,Alona guttata,0,2900,0
35.25,0.2,small Alona,300,2900,10.344827586206897
35.25,0.2,Paralona pigra,0,2900,0
35.25,0.2,Rynchotalona falcata,0,2900,0
35.25,0.2,Leydigia leydigi,200,2900,6.896551724137931
35.25,0.2,Latona setifera,50,2900,1.7241379310344827
35.25,0.2,Acantholeberis curvirostris,0,2900,0
35.75,0.2,Bosmina longirostris,1275,2350,54.25531914893617
35.75,0.2,Sida crystallina,50,2350,2.127659574468085
35.75,0.2,Eurycercus spp.,25,2350,1.0638297872340425
35.75,0.2,Acroperus harpae,0,2350,0
35.75,0.2,Alonella nana,0,2350,0
35.75,0.2,Graptoleberis testudinaria,25,2350,1.0638297872340425
35.75,0.2,Alona affinis,200,2350,8.51063829787234
35.75,0.2,Alona quadrangularis,100,2350,4.25531914893617
35.75,0.2,Chydorus biovatus/brevilabris,25,2350,1.0638297872340425
35.75,0.2,Alona intermedia,0,2350,0
35.75,0.2,Alona costata/Alona rustica,0,2350,0
35.75,0.2,Alona guttata,50,2350,2.127659574468085
35.75,0.2,small Alona,200,2350,8.51063829787234
35.75,0.2,Paralona pigra,50,2350,2.127659574468085
35.75,0.2,Rynchotalona falcata,25,2350,1.0638297872340425
35.75,0.2,Leydigia leydigi,250,2350,10.638297872340425
35.75,0.2,Latona setifera,50,2350,2.127659574468085
35.75,0.2,Acantholeberis curvirostris,0,2350,0
36.25,0.2,Bosmina longirostris,1225,2175,56.32183908045977
36.25,0.2,Sida crystallina,0,2175,0
36.25,0.2,Eurycercus spp.,25,2175,1.1494252873563218
36.25,0.2,Acroperus harpae,50,2175,2.2988505747126435
36.25,0.2,Alonella nana,0,2175,0
36.25,0.2,Graptoleberis testudinaria,50,2175,2.2988505747126435
36.25,0.2,Alona affinis,50,2175,2.2988505747126435
36.25,0.2,Alona quadrangularis,25,2175,1.1494252873563218
36.25,0.2,Chydorus biovatus/brevilabris,150,2175,6.896551724137931
36.25,0.2,Alona intermedia,0,2175,0
36.25,0.2,Alona costata/Alona rustica,100,2175,4.597701149425287
36.25,0.2,Alona guttata,100,2175,4.597701149425287
36.25,0.2,small Alona,150,2175,6.896551724137931
36.25,0.2,Paralona pigra,0,2175,0
36.25,0.2,Rynchotalona falcata,25,2175,1.1494252873563218
36.25,0.2,Leydigia leydigi,200,2175,9.195402298850574
36.25,0.2,Latona setifera,0,2175,0
36.25,0.2,Acantholeberis curvirostris,0,2175,0
36.75,0.2,Bosmina longirostris,975,1850,52.702702702702695
36.75,0.2,Sida crystallina,0,1850,0
36.75,0.2,Eurycercus spp.,50,1850,2.7027027027027026
36.75,0.2,Acroperus harpae,0,1850,0
36.75,0.2,Alonella nana,0,1850,0
36.75,0.2,Graptoleberis testudinaria,0,1850,0
36.75,0.2,Alona affinis,50,1850,2.7027027027027026
36.75,0.2,Alona quadrangularis,25,1850,1.3513513513513513
36.75,0.2,Chydorus biovatus/brevilabris,0,1850,0
36.75,0.2,Alona intermedia,0,1850,0
36.75,0.2,Alona costata/Alona rustica,0,1850,0
36.75,0.2,Alona guttata,125,1850,6.756756756756757
36.75,0.2,small Alona,125,1850,6.756756756756757
36.75,0.2,Paralona pigra,0,1850,0
36.75,0.2,Rynchotalona falcata,0,1850,0
36.75,0.2,Leydigia leydigi,400,1850,21.62162162162162
36.75,0.2,Latona setifera,100,1850,5.405405405405405
36.75,0.2,Acantholeberis curvirostris,0,1850,0
37.25,0.2,Bosmina longirostris,1350,1650,81.81818181818183
37.25,0.2,Sida crystallina,0,1650,0
37.25,0.2,Eurycercus spp.,0,1650,0
37.25,0.2,Acroperus harpae,25,1650,1.5151515151515151
37.25,0.2,Alonella nana,0,1650,0
37.25,0.2,Graptoleberis testudinaria,0,1650,0
37.25,0.2,Alona affinis,50,1650,3.0303030303030303
37.25,0.2,Alona quadrangularis,0,1650,0
37.25,0.2,Chydorus biovatus/brevilabris,25,1650,1.5151515151515151
37.25,0.2,Alona intermedia,0,1650,0
37.25,0.2,Alona costata/Alona rustica,0,1650,0
37.25,0.2,Alona guttata,0,1650,0
37.25,0.2,small Alona,100,1650,6.0606060606060606
37.25,0.2,Paralona pigra,0,1650,0
37.25,0.2,Rynchotalona falcata,0,1650,0
37.25,0.2,Leydigia leydigi,75,1650,4.545454545454546
37.25,0.2,Latona setifera,0,1650,0
37.25,0.2,Acantholeberis curvirostris,0,1650,0
37.75,0.2,Bosmina longirostris,900,1475,61.016949152542374
37.75,0.2,Sida crystallina,0,1475,0
37.75,0.2,Eurycercus spp.,0,1475,0
37.75,0.2,Acroperus harpae,25,1475,1.694915254237288
37.75,0.2,Alonella nana,50,1475,3.389830508474576
37.75,0.2,Graptoleberis testudinaria,0,1475,0
37.75,0.2,Alona affinis,100,1475,6.779661016949152
37.75,0.2,Alona quadrangularis,25,1475,1.694915254237288
37.75,0.2,Chydorus biovatus/brevilabris,50,1475,3.389830508474576
37.75,0.2,Alona intermedia,0,1475,0
37.75,0.2,Alona costata/Alona rustica,25,1475,1.694915254237288
37.75,0.2,Alona guttata,100,1475,6.779661016949152
37.75,0.2,small Alona,125,1475,8.47457627118644
37.75,0.2,Paralona pigra,0,1475,0
37.75,0.2,Rynchotalona falcata,0,1475,0
37.75,0.2,Leydigia leydigi,25,1475,1.694915254237288
37.75,0.2,Latona setifera,50,1475,3.389830508474576
37.75,0.2,Acantholeberis curvirostris,0,1475,0
38.25,0.2,Bosmina longirostris,1100,1450,75.86206896551724
38.25,0.2,Sida crystallina,0,1450,0
38.25,0.2,Eurycercus spp.,0,1450,0
38.25,0.2,Acroperus harpae,0,1450,0
38.25,0.2,Alonella nana,25,1450,1.7241379310344827
38.25,0.2,Graptoleberis testudinaria,0,1450,0
38.25,0.2,Alona affinis,50,1450,3.4482758620689653
38.25,0.2,Alona quadrangularis,50,1450,3.4482758620689653
38.25,0.2,Chydorus biovatus/brevilabris,50,1450,3.4482758620689653
38.25,0.2,Alona intermedia,0,1450,0
38.25,0.2,Alona costata/Alona rustica,0,1450,0
38.25,0.2,Alona guttata,0,1450,0
38.25,0.2,small Alona,50,1450,3.4482758620689653
38.25,0.2,Paralona pigra,0,1450,0
38.25,0.2,Rynchotalona falcata,0,1450,0
38.25,0.2,Leydigia leydigi,100,1450,6.896551724137931
38.25,0.2,Latona setifera,25,1450,1.7241379310344827
38.25,0.2,Acantholeberis curvirostris,0,1450,0
